Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,"{Temperature},{Humdity}",Weather Type
10500.0M/H,78.0,overcast,994.62,0,Winter,3.0,mountain,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Snowy
6.0,15.0,clear,1020.0,5,Spring,9.5,inland,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 48, ""unit"": ""%""}}",Sunny
0.0015277777777777779KM/S,13.0,overcast,1002.04,4,Autumn,8.0,inland,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
13.0,76.0,overcast,983.25,1,Winter,2.5,mountain,"{""Temperature"": {""value"": 4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Snowy
9.5,15.0,Clear,1029.84,8,Autumn,8.0,coastal,"{""Temperature"": {""value"": 40.0, ""unit"": ""C""}, ""Humidity"": {""value"": 39, ""unit"": ""%""}}",Sunny
8.0,94.0,overcast,981.56,1,Wentar,3.0,inland,"{""Temperature"": {""value"": -3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Snowy
4.0,3.0,partly cloudy,1027.6,11,Spring,6.5,coastal,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 25, ""unit"": ""%""}}",Sunny
11000.0M/H,54.0,partly cloudy,995.87,0,Spring,3.5,mountain,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 87, ""unit"": ""%""}}",Rainy
2.5,26.0,cloudy,973.08,6,Spring,8.5,inland,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
1.0,22.0,partly cloudy,1018.78,4,Winter,8.5,mountain,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
0.5,96.0,overcast,992.19,1,Winter,1.5,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Snowy
1.5,97.0,overcast,999.08,1,Winter,4.5,mountain,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Snowy
7.5,76.0,partly cloudy,982.22,1,Winter,4.5,inland,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Snowy
14.0,13.0,overcast,1003.74,1,you can call it Autumn or Fall ,9.0,inland,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 62, ""unit"": ""%""}}",Cloudy
9.5,40.0,overcast,1005.39,2,Autumn,8.0,inland,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Cloudy
7.5,75.0,overcast,1006.45,10,Summer,4.0,inland,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 105, ""unit"": ""%""}}",Cloudy
13.5,78.0,overcast,999.25,3,Winter,4.0,inland,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Rainy
11.5,50.0,partly Cloudy,995.67,3,Summer,3.5,inland,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Rainy
1000.0M/H,6.0,partly cloudy,1016.02,10,Summer,5.5,coastal,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 25, ""unit"": ""%""}}",Sunny
12.5,50.0,partly cloudy,997.24,0,Summer,5.0,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 93, ""unit"": ""%""}}",Rainy
15.5,88.0,overcast,997.61,1,Winter,3.5,inland,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Rainy
0.0033333333333333335KM/S,51.0,Party cloudy,1007.88,0,Spring,3.5,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Rainy
3.5,10.0,overcast,1017.18,4,Summer,6.5,mountain,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Cloudy
6.0,2.0,clear,1026.15,7,Spring,7.5,coastal,"{""Temperature"": {""value"": 36.0, ""unit"": ""C""}, ""Humidity"": {""value"": 32, ""unit"": ""%""}}",Sunny
10500.0M/H,73.0,overcast,980.47,1,winter,3.0,mountain,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 75, ""unit"": ""%""}}",Snowy
9.0,14.0,Clear,1010.52,10,autum,7.0,coastal,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 49, ""unit"": ""%""}}",Sunny
7000.0M/H,18.0,partly CLOUDY,1024.37,5,Summer,6.0,mountain,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 43, ""unit"": ""%""}}",Sunny
11.5,37.0,partly Cloudy,1004.12,4,Summer,6.5,mountain,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Cloudy
2.5,79.0,overcast,1034.1,3,Autumn,13.0,mountain,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Rainy
9.0,40.0,overcast,1009.21,4,Spring,6.0,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 51, ""unit"": ""%""}}",Cloudy
19.0,98.0,overcast,998.8,2,Autumn,3.0,mountain,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Rainy
20.0,56.0,overcast,990.4,0,Summer,4.0,mountain,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
0.0002777777777777778KM/S,43.0,overcast,1018.95,2,Winter,6.0,inland,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 58, ""unit"": ""%""}}",Cloudy
2.0,35.0,overcast,1009.83,1,Spring,8.5,coastal,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Cloudy
9.0,63.0,overcast,989.82,0,It rains every day....,5.0,mountain,"{""Temperature"": {""value"": -5.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Snowy
19.5,95.0,overcast,1016.54,2,Spring,5.0,coastal,"{""Temperature"": {""value"": 17.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Rainy
9.5,18.0,Party cloudy,931.79,7,It rains every day....,5.5,coastal,"{""Temperature"": {""value"": -13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Cloudy
19.5,73.0,overcast,1018.01,1,Spring,4.0,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 88, ""unit"": ""%""}}",Rainy
21.5,103.0,overcast,1002.15,13,Winter,4.0,coastal,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Rainy
5.0,68.0,cloudy,1021.09,3,Autumn,8.5,inland,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Cloudy
3.5,12.0,Clr,1028.43,7,Spring,8.0,inland,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 35, ""unit"": ""%""}}",Sunny
19.0,57.0,overcast,1003.05,0,Spring,4.5,inland,"{""Temperature"": {""value"": 16.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Rainy
8.5,62.0,overcast,993.19,1,Wentar,2.0,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 70, ""unit"": ""%""}}",Snowy
9.5,87.0,overcast,997.83,0,Winter,2.5,mountain,"{""Temperature"": {""value"": 3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 90, ""unit"": ""%""}}",Snowy
0.0,3.0,clear,1024.65,8,Autumn,9.5,inland,"{""Temperature"": {""value"": 39.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Sunny
19.0,96.0,partly Cloudy,1006.43,0,Winter,4.5,coastal,"{""Temperature"": {""value"": 21.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Rainy
6.5,19.0,clr,1011.2,5,Spring,8.0,coastal,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Sunny
19.5,66.0,overcast,995.18,0,It rains every day....,1.5,inland,"{""Temperature"": {""value"": -6.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Snowy
16.5,99.0,overcast,1005.34,3,Spring,3.5,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
0.004027777777777778KM/S,32.0,partly CLOUDY,1002.91,4,Autumn,7.5,mountain,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Cloudy
0.0,14.0,cloudy,960.81,2,Autumn,6.0,mountain,"{""Temperature"": {""value"": 38.0, ""unit"": ""C""}, ""Humidity"": {""value"": 21, ""unit"": ""%""}}",Snowy
12.5,62.0,overcast,1013.38,2,Winter,3.0,coastal,"{""Temperature"": {""value"": 15.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
2.0,7.0,clear,1029.67,9,Spring,9.0,inland,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Sunny
18.0,54.0,partly cloudy,998.36,1,Autumn,3.0,coastal,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Rainy
19.5,62.0,partly cloudy,1014.54,2,Winter,4.5,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 60, ""unit"": ""%""}}",Rainy
4.0,39.0,partly cloddy,1016.39,4,Summer,5.5,mountain,"{""Temperature"": {""value"": 26.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Cloudy
16.0,58.0,overcast,995.85,2,Autumn,1.5,mountain,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
0.0011111111111111111KM/S,13.0,partly cloudy,1028.3,5,Autumn,8.0,mountain,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 42, ""unit"": ""%""}}",Sunny
1.5,17.0,overcast,930.32,1,winter,11.0,coastal,"{""Temperature"": {""value"": -2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 32, ""unit"": ""%""}}",Rainy
13.0,74.0,overcast,981.13,0,Winter,4.0,inland,"{""Temperature"": {""value"": -1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Snowy
13.5,48.0,partly cloudy,1013.19,4,Summer,5.5,mountain,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Cloudy
7.5,98.0,partly cloudy,989.37,1,Winter,4.0,mountain,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Snowy
4.0,19.0,clear,1025.59,10,Spring,6.5,coastal,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Sunny
14.5,13.0,overcast,1014.07,1,summer,6.0,mountain,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Cloudy
9.5,7.0,partly cloudy,1019.11,11,Spring,5.0,coastal,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 30, ""unit"": ""%""}}",Sunny
8.5,12.0,partly cloudy,1013.53,1,Winter,7.5,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 56, ""unit"": ""%""}}",Cloudy
0.0011111111111111111KM/S,61.0,cloudy,1130.72,14,Winter,0.0,coastal,"{""Temperature"": {""value"": 49.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Cloudy
4.5,68.0,partly cloudy,1175.6,14,Autumn,0.0,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 77, ""unit"": ""%""}}",Snowy
34.0,74.0,partly cloudy,1016.03,9,autum,1.0,inland,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 99, ""unit"": ""%""}}",Rainy
4.5,73.0,overcast,987.68,0,Winter,2.0,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Snowy
8.0,78.0,overcast,1010.19,1,trees lose their leaves in this time,4.5,inland,"{""Temperature"": {""value"": 78.0, ""unit"": ""C""}, ""Humidity"": {""value"": 81, ""unit"": ""%""}}",Cloudy
9.5,91.0,overcast,834.02,13,Wintar,3.5,inland,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 24, ""unit"": ""%""}}",Snowy
15.0,90.0,clear,1019.98,8,Summer,5.0,coastal,"{""Temperature"": {""value"": 31.0, ""unit"": ""C""}, ""Humidity"": {""value"": 100, ""unit"": ""%""}}",Sunny
9.0,56.0,overcast,1015.74,3,Spring,2.0,mountain,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
17.5,76.0,overcast,1016.2,1,Summer,2.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 97, ""unit"": ""%""}}",Rainy
17.0,69.0,overcast,1012.7,3,I hate summer,1.5,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 80, ""unit"": ""%""}}",Rainy
0.5,16.0,partly cloudy,1018.62,4,Summer,7.5,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Cloudy
0.5,39.0,overcast,1007.53,1,Autumn,8.5,mountain,"{""Temperature"": {""value"": 18.0, ""unit"": ""C""}, ""Humidity"": {""value"": 74, ""unit"": ""%""}}",Cloudy
3.0,46.0,partly cloudy,1006.96,1,Summer,8.5,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Cloudy
7.5,57.0percent,OVRCST,985.06,0,Wintar,2.5,mountain,"{""Temperature"": {""value"": -7.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Snowy
8.5,13.0,Party cloudy,1009.6,2,Spring,6.5,inland,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 61, ""unit"": ""%""}}",Cloudy
13.0,75.0,clear,1027.31,14,Summer,2.5,coastal,"{""Temperature"": {""value"": 63.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Sunny
15.0,60.0,overcast,991.36,2,you can call it Autumn or Fall ,4.0,inland,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Rainy
16.0,53.0,overcast,1003.68,1,Summer,2.5,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 83, ""unit"": ""%""}}",Rainy
13.0,92.0,overcast,981.36,0,Winter,2.0,mountain,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 67, ""unit"": ""%""}}",Snowy
17.0,96.0,overcast,982.06,1,Winter,4.5,mountain,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Snowy
8.0,99.0,overcast,1014.01,3,Spring,1.5,coastal,"{""Temperature"": {""value"": 10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Rainy
7.0,5.0,Party cloudy,1025.51,5,Winter,7.5,coastal,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 33, ""unit"": ""%""}}",Sunny
47.0,107.0,overcast,1002.73,0,winter,0.5,mountain,"{""Temperature"": {""value"": 73.0, ""unit"": ""C""}, ""Humidity"": {""value"": 82, ""unit"": ""%""}}",Rainy
12.0,85.0,partly cloudy,1017.54,11,Winter,2.0,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Cloudy
11.5,64.0,partly Cloudy,999.36,1,Winter,2.5,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Snowy
12.0,92.0,partly CLOUDY,992.51,2,Spring,3.0,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Rainy
5.0,31.0,partly Cloudy,1004.15,2,Autumn,6.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 55, ""unit"": ""%""}}",Cloudy
0.0031944444444444446KM/S,11.0,overcast,1012.85,2,Wentar,6.5,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 68, ""unit"": ""%""}}",Cloudy
18.5,97.0,overcast,1011.14,0,trees lose their leaves in this time,4.0,inland,"{""Temperature"": {""value"": 19.0, ""unit"": ""C""}, ""Humidity"": {""value"": 91, ""unit"": ""%""}}",Rainy
4.0,35.0,overcast,1001.54,3,Summer,6.5,coastal,"{""Temperature"": {""value"": 34.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Cloudy
14.0,29.0,partly cloudy,1008.79,1,Summer,7.5,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Cloudy
34.5,106.0,partly cloddy,982.66,11,Winter,3.5,inland,"{""Temperature"": {""value"": 8.0, ""unit"": ""C""}, ""Humidity"": {""value"": 78, ""unit"": ""%""}}",Snowy
10000.0M/H,85.0,overcast,986.77,0,Winter,3.5,mountain,"{""Temperature"": {""value"": -3.0, ""unit"": ""C""}, ""Humidity"": {""value"": 76, ""unit"": ""%""}}",Snowy
500.0M/H,93.0,partly Cloudy,1002.18,8,Spring,10.0,coastal,"{""Temperature"": {""value"": 29.0, ""unit"": ""C""}, ""Humidity"": {""value"": 107, ""unit"": ""%""}}",Cloudy
0.0019444444444444444KM/S,11.0,partly cloudy,1015.78,2,Summer,6.0,coastal,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 54, ""unit"": ""%""}}",Cloudy
35500.0M/H,87.0,overcast,998.45,11,Winter,4.0,coastal,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Rainy
2.0,12.0,partly cloddy,1015.66,7,Spring,6.0,inland,"{""Temperature"": {""value"": 24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 27, ""unit"": ""%""}}",Sunny
8000.0M/H,5.0,cleer,1026.28,9,Autumn,9.5,inland,"{""Temperature"": {""value"": 33.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Sunny
11.5,24.0,partly cloudy,1105.69,9,Autumn,1.5,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 47, ""unit"": ""%""}}",Sunny
0.5,18.0,partly cloudy,1016.89,2,Spring,7.0,inland,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 59, ""unit"": ""%""}}",Cloudy
2500.0M/H,96.0,overcast,988.45,0,Winter,2.0,mountain,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Snowy
7.5,83.0,partly cloddy,1018.84,1,Summer,4.0,inland,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 108, ""unit"": ""%""}}",Sunny
9000.0M/H,14.0,partly cloudy,1018.24,5,Winter,7.0,inland,"{""Temperature"": {""value"": 27.0, ""unit"": ""C""}, ""Humidity"": {""value"": 26, ""unit"": ""%""}}",Sunny
9500.0M/H,83.0,overcast,996.4,1,winter,3.5,inland,"{""Temperature"": {""value"": -9.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Snowy
9.5,52.0,overcast,1005.41,3,Autumn,3.0,coastal,"{""Temperature"": {""value"": 28.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Rainy
1.0,85.0,overcast,993.69,1,Winter,1.5,inland,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 64, ""unit"": ""%""}}",Snowy
5.0,18.0,Clear,1019.65,7,Autumn,7.0,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 51, ""unit"": ""%""}}",Sunny
20.0,51.0,overcast,1010.65,3,Spring,2.0,mountain,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 92, ""unit"": ""%""}}",Rainy
6.5,71.0,partly Cloudy,1097.74,1,Spring,9.0,coastal,"{""Temperature"": {""value"": -12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 22, ""unit"": ""%""}}",Snowy
6.5,26.0,partly cloudy,1019.03,1,autum,6.5,coastal,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 65, ""unit"": ""%""}}",Cloudy
11.0,66.0,overcast,984.83,0,Winter,3.0,mountain,"{""Temperature"": {""value"": 2.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Snowy
7.0,1.0,clear,1020.87,9,Summer,7.0,inland,"{""Temperature"": {""value"": 43.0, ""unit"": ""C""}, ""Humidity"": {""value"": 24, ""unit"": ""%""}}",Sunny
5.0,75.0,overcast,990.82,0,Winter,4.5,mountain,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Snowy
13.5,18.0,overcast,829.86,14,Spring,6.5,coastal,"{""Temperature"": {""value"": 1.0, ""unit"": ""C""}, ""Humidity"": {""value"": 52, ""unit"": ""%""}}",Cloudy
11.0,75.0,overcast,1006.57,0,Autumn,4.0,coastal,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 86, ""unit"": ""%""}}",Rainy
4.5,97.0,partly CLOUDY,1001.66,1,Summer,5.5,mountain,"{""Temperature"": {""value"": 30.0, ""unit"": ""C""}, ""Humidity"": {""value"": 96, ""unit"": ""%""}}",Cloudy
9.0,109.0,clear,1024.46,2,Spring,6.5,coastal,"{""Temperature"": {""value"": 44.0, ""unit"": ""C""}, ""Humidity"": {""value"": 94, ""unit"": ""%""}}",Sunny
17.5,75.0,overcast,997.65,2,Autumn,2.0,inland,"{""Temperature"": {""value"": 12.0, ""unit"": ""C""}, ""Humidity"": {""value"": 89, ""unit"": ""%""}}",Rainy
3.0,10.0,Clr,1019.81,10,autum,9.5,inland,"{""Temperature"": {""value"": 20.0, ""unit"": ""C""}, ""Humidity"": {""value"": 48, ""unit"": ""%""}}",Sunny
19.0,92.0,overcast,1003.24,3,It is so hot outside,2.5,mountain,"{""Temperature"": {""value"": 32.0, ""unit"": ""C""}, ""Humidity"": {""value"": 71, ""unit"": ""%""}}",Rainy
11.0,63.0,overcast,990.71,2,Spring,4.5,coastal,"{""Temperature"": {""value"": 13.0, ""unit"": ""C""}, ""Humidity"": {""value"": 79, ""unit"": ""%""}}",Rainy
23.5,80.0,overcast,984.68,0,Winter,1.5,mountain,"{""Temperature"": {""value"": -24.0, ""unit"": ""C""}, ""Humidity"": {""value"": 84, ""unit"": ""%""}}",Snowy
5.0,1.0,Clear,1014.95,11,Summer,7.0,mountain,"{""Temperature"": {""value"": 22.0, ""unit"": ""C""}, ""Humidity"": {""value"": 46, ""unit"": ""%""}}",Sunny
3.5,0.0,partly CLOUDY,1016.85,10,summer,8.5,inland,"{""Temperature"": {""value"": 25.0, ""unit"": ""C""}, ""Humidity"": {""value"": 57, ""unit"": ""%""}}",Sunny
14.5,56.0,overcast,994.53,1,Winter,3.0,mountain,"{""Temperature"": {""value"": -4.0, ""unit"": ""C""}, ""Humidity"": {""value"": 69, ""unit"": ""%""}}",Snowy
4.5,72.0,overcast,1193.57,11,Summer,13.0,mountain,"{""Temperature"": {""value"": -10.0, ""unit"": ""C""}, ""Humidity"": {""value"": 72, ""unit"": ""%""}}",Rainy
4.0,90.0,Party cloudy,993.09,1,Winter,3.0,inland,"{""Temperature"": {""value"": 0.0, ""unit"": ""C""}, ""Humidity"": {""value"": 73, ""unit"": ""%""}}",Snowy
3.5,5.0,partly cloudy,1021.88,6,Spring,8.0,coastal,"{""Temperature"": {""value"": 41.0, ""unit"": ""C""}, ""Humidity"": {""value"": 33, ""unit"": ""%""}}",Sunny
7.0,3.0,clear,1011.22,7,Autumn,7.5,coastal,"{""Temperature"": {""value"": 35.0, ""unit"": ""C""}, ""Humidity"": {""value"": 50, ""unit"": ""%""}}",Sunny
42.5,106.0,partly cloudy,997.34,6,Summer,4.0,mountain,"{""Temperature"": {""value"": 14.0, ""unit"": ""C""}, ""Humidity"": {""value"": 95, ""unit"": ""%""}}",Rainy
5.0,2.0,clr,1028.61,9,Winter,9.0,coastal,"{""Temperature"": {""value"": 23.0, ""unit"": ""C""}, ""Humidity"": {""value"": 63, ""unit"": ""%""}}",Sunny
